respondent_id,h1n1_vaccine,seasonal_vaccine
26796,0.008869676075558428,0.030112942612942614
26797,0.14407745930540047,0.5803786213786215
26798,0.37394413266472076,0.20904383116883118
26799,0.3834172216672217,0.38322150072150074
26800,0.06663364413364412,0.9028035714285713
26801,0.18453241856183034,0.22972240259740262
26802,0.05683296074840193,0.21299963924963927
26803,0.06319024102402587,0.14496619005994005
26804,0.058782855882507576,0.10208982683982687
26805,0.09687616631734278,0.20846518759018764
26806,0.07610417835088885,0.9079158730158728
26807,0.7091165709290708,0.8050491071428572
26808,0.2206172442753326,0.5163287227062693
26809,0.4419491325667796,0.2510892857142857
26810,0.056847569097569106,0.11415266106442579
26811,0.04182817182817182,0.09889021164021163
26812,0.182315333359451,0.7470972222222221
26813,0.4097412999582117,0.5077287157287157
26814,0.023131756465928292,0.6889331779331779
26815,0.019600436328377508,0.015246031746031747
26816,0.14826052134140372,0.3138438644688645
26817,0.12597764939309053,0.71316167141327
26818,0.15562915271003505,0.22165873015873014
26819,0.2366012007325694,0.30922081059037587
26820,0.08923789478065793,0.22503214840714839
26821,0.07762310728487198,0.5713248785264912
26822,0.22414202062557334,0.8007797619047621
26823,0.23742835269305856,0.3878591269841271
26824,0.03120770202020202,0.7638968253968252
26825,0.4952507002801121,0.6827042916234092
26826,0.1271998238689415,0.781776404151404
26827,0.07323483181764914,0.24932710345210343
26828,0.19875966435525264,0.42594762845849793
26829,0.5623409144175398,0.8648603896103892
26830,0.1139510462718583,0.7477608800118286
26831,0.2343402663512957,0.8370004578754576
26832,0.11029874863698391,0.8887301587301589
26833,0.04018814518814518,0.5136984126984127
26834,0.28622485316970614,0.4981061560988032
26835,0.6111974724621783,0.9037380952380951
26836,0.21616997880000974,0.6265703463203464
26837,0.1691001906590142,0.08666883116883119
26838,0.0722820871938519,0.5031234365573105
26839,0.2841764934411994,0.46938419913419926
26840,0.09290433177933177,0.23643811232627018
26841,0.4644928828911028,0.7295551948051947
26842,0.056612665112665106,0.20778570136759794
26843,0.051799797424797414,0.053123376623376635
26844,0.057070124320124316,0.3747440476190478
26845,0.056956432456432456,0.7333320707070706
26846,0.06263112092156209,0.8449606502780844
26847,0.38353409539806604,0.17189357864357863
26848,0.13556331005595712,0.7578798485241316
26849,0.33094686885611807,0.557859335109335
26850,0.5523847844407053,0.6830313852813852
26851,0.023751835582717935,0.039027568922305765
26852,0.021856573981573976,0.0766031746031746
26853,0.4451055470157639,0.5361890748140749
26854,0.019440813572392524,0.0665515873015873
26855,0.5165264045594928,0.8600283882783883
26856,0.19246297615782915,0.0788095238095238
26857,0.3501377059902601,0.30033315295815305
26858,0.20467185265714682,0.5250482501732502
26859,0.06549900793650794,0.12361345598845595
26860,0.2427931222114659,0.2064918831168831
26861,0.04632475163725164,0.11137932900432901
26862,0.04799691689029924,0.3324487734487734
26863,0.2883790278349101,0.6050085837365249
26864,0.4466637696453873,0.36614285714285727
26865,0.03284799922299922,0.03228030303030303
26866,0.1688826059561354,0.6209754901960782
26867,0.09617113156451391,0.1689783089465485
26868,0.672725291456909,0.8210704365079364
26869,0.07313225663225664,0.284329365079365
26870,0.6220498377396597,0.8249186427607481
26871,0.03180259936142288,0.03380952380952381
26872,0.17043022940214686,0.5057756410256409
26873,0.19665255904226492,0.7665094627594629
26874,0.04347990122622477,0.10825396825396826
26875,0.7034696006607767,0.8552806776556778
26876,0.05471286556580675,0.03123809523809524
26877,0.1446003940804637,0.19377146464646458
26878,0.20533899597134897,0.3509117965367966
26879,0.01991107503607504,0.06233658008658008
26880,0.164024087024087,0.1573273809523809
26881,0.03628835053835054,0.09580733442802407
26882,0.027479131979131988,0.06154700854700855
26883,0.08281361408199643,0.20653449328449336
26884,0.094070094937742,0.17303422619047615
26885,0.2714001027567205,0.7047731227106228
26886,0.18600091411856115,0.8780659940549644
26887,0.5514679805918195,0.8267519841269839
26888,0.9017072510822508,0.9565555555555555
26889,0.02522281884781885,0.10254476660726658
26890,0.2357395251807018,0.4413315295815297
26891,0.619782690241475,0.813975793650794
26892,0.21846808950853067,0.6140555555555556
26893,0.009285714285714286,0.086133658008658
26894,0.11553141303141301,0.2701011904761906
26895,0.07053463203463202,0.8937954545454545
26896,0.03544011930621837,0.046482456140350875
26897,0.04746923215673215,0.4258115079365079
26898,0.23405302458978927,0.43565985038353455
26899,0.032806783494283495,0.07566666666666665
26900,0.05812924779468896,0.20697336813513284
26901,0.06869229544964839,0.4532788600288599
26902,0.16295532735238616,0.8707593795093794
26903,0.2517075655897251,0.11672619047619047
26904,0.08443637612387614,0.3522289516039516
26905,0.4446993141662259,0.8257785087719298
26906,0.043681956931956936,0.3010996240601505
26907,0.021489621489621493,0.5534261294261296
26908,0.14626572528778406,0.7619691142191141
26909,0.1333434829059829,0.2081071428571429
26910,0.21084420440670448,0.3864404761904763
26911,0.06424426180115035,0.16460317460317456
26912,0.41965148027067534,0.8388035714285716
26913,0.7604461829020651,0.859277958152958
26914,0.07952390175184292,0.23286401711034063
26915,0.24956438317874075,0.6054940476190477
26916,0.12511743113697452,0.21651515845265848
26917,0.08388701612714769,0.14971825396825397
26918,0.8167085243188184,0.9562704517704519
26919,0.2624611246596541,0.624197039072039
26920,0.013484307359307357,0.06906471671603252
26921,0.11337360846068276,0.7411616541353382
26922,0.07277747660835895,0.8172202380952379
26923,0.12345627452612744,0.5165891657717104
26924,0.8166739996114996,0.9495976731601735
26925,0.09340934963729079,0.679829004329004
26926,0.3550872868961105,0.5244240620490621
26927,0.36476121674593015,0.6691114718614719
26928,0.07028594363153187,0.5323160533910534
26929,0.0526424241608065,0.18978174603174605
26930,0.631971747808435,0.7765595238095238
26931,0.15183242451992446,0.4728825981366303
26932,0.08513551105327419,0.9117829365079365
26933,0.03058662171162172,0.534733954451346
26934,0.551675885088424,0.8290297619047616
26935,0.19265089404059993,0.4362040459540461
26936,0.420713914761709,0.2105676406926407
26937,0.33501974610767865,0.8446539677642617
26938,0.07497266577162087,0.09703318903318905
26939,0.023777958152958155,0.09485497835497834
26940,0.12173972473604826,0.19978804855275445
26941,0.06967655628685039,0.3634507792044557
26942,0.6172773888693005,0.7941785714285716
26943,0.25697478845543864,0.6674998196248196
26944,0.055732403625785985,0.1880243506493507
26945,0.0797005584284996,0.5309473165723166
26946,0.1908013844815315,0.6437701788407669
26947,0.1440702581731993,0.4603791201395185
26948,0.0378438159063159,0.059083333333333335
26949,0.03378048340548341,0.06620833333333334
26950,0.06827429667425798,0.4567023809523809
26951,0.06913647667691784,0.27668408797085264
26952,0.742157143101996,0.8367341269841267
26953,0.7499400921790628,0.9177797619047618
26954,0.06943140558272139,0.16745736268276834
26955,0.15326933483183486,0.7141448624904507
26956,0.0490389541014541,0.1634873380587666
26957,0.05261102500440736,0.8751468253968254
26958,0.21574421656774592,0.6848043024227239
26959,0.06958439722042661,0.2502896825396826
26960,0.02384641747141747,0.07519047619047618
26961,0.22460867890279654,0.3828531126773955
26962,0.1610496329650741,0.8849363275613275
26963,0.16080684178652443,0.3292231657231659
26964,0.09741600066600067,0.2969961615596206
26965,0.851345675158175,0.9294978354978357
26966,0.030474976412476408,0.04369065656565656
26967,0.06510124597624597,0.2690049246619014
26968,0.04104226329226329,0.8370281765018607
26969,0.11067203956174546,0.20956962481962482
26970,0.6119358133696369,0.5887083333333333
26971,0.05660406990670148,0.11783568624358097
26972,0.024252857436680972,0.0722142857142857
26973,0.10754774718745302,0.12825
26974,0.1940195339790928,0.24143055555555556
26975,0.07548319899055192,0.6310765533486121
26976,0.805609069443628,0.6507182539682538
26977,0.04249353261117966,0.40930666287903145
26978,0.03286042144130379,0.7423461779448618
26979,0.5498057219268518,0.8183458694083694
26980,0.03322161172161173,0.10724891774891775
26981,0.17326448061742178,0.513083141531671
26982,0.6754256985489567,0.8444545038295037
26983,0.17250341909552433,0.43218342257158054
26984,0.04310728487199076,0.11500206043956045
26985,0.039902485994397746,0.11041709566709564
26986,0.08898001998001995,0.30757711038961044
26987,0.032044401333101026,0.20610034013605444
26988,0.05379870129870129,0.11655319680319677
26989,0.30943225116386885,0.9037312687312685
26990,0.03572148603030957,0.12757936507936507
26991,0.29991207403707404,0.45668730786122114
26992,0.3099815993904616,0.4565146103896105
26993,0.09133509790862732,0.8629901875901875
26994,0.1327793317793318,0.3282239974937343
26995,0.21440219461910648,0.42440873015873015
26996,0.3146453306755166,0.41879419191919204
26997,0.049672463973934565,0.09941858237547892
26998,0.07252025996878936,0.05712017761650114
26999,0.37465048146298147,0.5187716450216449
27000,0.08640316056492527,0.23196156621156627
27001,0.08795956820956821,0.8782757936507938
27002,0.04514844877344878,0.4088214285714286
27003,0.023893398268398265,0.038624730312837106
27004,0.069337224458548,0.12543985018249726
27005,0.5090384245312652,0.7046490592740591
27006,0.7411186407546705,0.8493014069264068
27007,0.03912463924963925,0.16277380952380952
27008,0.1713408221680281,0.09497907647907651
27009,0.06481747827336064,0.26742946024563674
27010,0.05421543040293039,0.12996030358530355
27011,0.11831408735743101,0.1490826118326118
27012,0.2690485764235764,0.4306120684870685
27013,0.06569047129341246,0.37605962757049705
27014,0.03536140248640248,0.3264926046176047
27015,0.08552351814851812,0.18177909080298782
27016,0.185623983859278,0.4107283253239134
27017,0.4980431994476111,0.8875161276631865
27018,0.03172929154179155,0.21639046128991782
27019,0.826450682294142,0.9610277777777777
27020,0.2061811468759998,0.28906349206349224
27021,0.20274810891722658,0.49049175824175817
27022,0.13951364607614603,0.19873611641626351
27023,0.09314629324923443,0.180914983761758
27024,0.14878864644557366,0.48207046793076186
27025,0.17953393080947258,0.147172619047619
27026,0.08925277500277501,0.5880217365967367
27027,0.11059096459096462,0.8285962885154062
27028,0.40874384086845394,0.7670588474025972
27029,0.1103516206016206,0.2717047258297259
27030,0.16361732793350434,0.23034794372294368
27031,0.2861932728219493,0.797442388167388
27032,0.25147894303409013,0.6206222943722944
27033,0.3334072672683353,0.703941425120773
27034,0.08217826740253206,0.6303448773448772
27035,0.03690942390942391,0.1741290686437745
27036,0.17882582355724774,0.6398120454107294
27037,0.49085911003770927,0.5275218253968254
27038,0.011284812409812408,0.020182269995376787
27039,0.7029191405000232,0.9111085858585858
27040,0.32175353076146423,0.4122413836163836
27041,0.13230448350668936,0.7217611098052271
27042,0.10250202575202576,0.5640642875642878
27043,0.39671105433953746,0.6668353174603174
27044,0.03853423863717981,0.061297619047619045
27045,0.11559057609057609,0.6897783535908536
27046,0.03890852611440846,0.12204129642287537
27047,0.5169768389290449,0.5311805555555557
27048,0.1927840884390807,0.5237843406593405
27049,0.38742186528641653,0.7948461399711398
27050,0.045461156898656895,0.6528321608946608
27051,0.0687508267875915,0.14277301790281327
27052,0.08746947881409951,0.20585632586367875
27053,0.7121129479180948,0.9046230158730154
27054,0.035582224148400614,0.05454255711608652
27055,0.0718038995318407,0.9258316622103387
27056,0.08789769952269955,0.08816666666666667
27057,0.04495782689532688,0.06185714285714286
27058,0.8594813776909365,0.9371904761904761
27059,0.040431701769163074,0.08329761904761904
27060,0.02835012940276098,0.27043975076855514
27061,0.07259596571728923,0.5522940115440117
27062,0.10216926129426125,0.4351627302436127
27063,0.05671978021978021,0.607043836846275
27064,0.23846261581555706,0.5190247252747254
27065,0.06985535991785992,0.48699405741317503
27066,0.049464899866215675,0.5442344169633254
27067,0.5403106407910974,0.853398340381423
27068,0.8317417476529317,0.91754575979576
27069,0.6510885505103772,0.919275044635214
27070,0.059532651988534344,0.09637896825396827
27071,0.09106993006993001,0.0987768759018759
27072,0.22725386419136423,0.538277777777778
27073,0.0611100514982094,0.8657661505161502
27074,0.08605016429648783,0.29127807263457406
27075,0.6724938035820388,0.8221031746031744
27076,0.5331949859780741,0.6425138888888887
27077,0.059578429332105796,0.12617415223665224
27078,0.21846548474315505,0.8433704589061732
27079,0.3554275593687359,0.811194264069264
27080,0.06752978965478966,0.19474801587301585
27081,0.06750795038295039,0.7357721276471277
27082,0.2382199985472044,0.33141884122069876
27083,0.06817173308717427,0.2216455211455212
27084,0.6895716581535077,0.7160039682539686
27085,0.029791902541902546,0.03729580745341614
27086,0.05669985284323519,0.06784203296703296
27087,0.14815674530148215,0.27316179653679656
27088,0.3831888107807226,0.624506132756133
27089,0.14748713092463092,0.1426895743145743
27090,0.24018679645517887,0.7275643939393938
27091,0.4883812368187367,0.4044010025062657
27092,0.08668578643578646,0.16504792152292155
27093,0.1792702367077367,0.237177059052059
27094,0.031143453768453767,0.10635714285714287
27095,0.1366825433553375,0.5791121243281628
27096,0.07497302615684967,0.15587675070028015
27097,0.5480802412456822,0.7040634920634922
27098,0.5815495615495616,0.8191872433122436
27099,0.159192237501061,0.44705474917239635
27100,0.17388524343303755,0.7565136877011877
27101,0.16075957580001696,0.5608728354978354
27102,0.05466178266178265,0.7960065628815626
27103,0.01809880315762669,0.13857936507936508
27104,0.2531402308132184,0.5112169342095814
27105,0.12218112443112443,0.45889935064935067
27106,0.6218484033381482,0.8061224747474747
27107,0.4639342790637296,0.7506401515151515
27108,0.08863544094794093,0.16728829107400536
27109,0.1204866818123397,0.11614332399626515
27110,0.0968701470957663,0.4673124222151175
27111,0.04102583037877155,0.35153224918356485
27112,0.3357543282740651,0.6437420634920633
27113,0.0377428706914001,0.09097075849330237
27114,0.0393858225108225,0.098453367003367
27115,0.48079952522967223,0.7784179292929295
27116,0.12903656392626978,0.9361168831168831
27117,0.03898729946524065,0.0787278624153624
27118,0.17249402609774123,0.5052259486729299
27119,0.06604999167499166,0.22782502942263214
27120,0.2045885593165005,0.9605414862914863
27121,0.023118818681318678,0.7194553251408091
27122,0.06644846819846818,0.319601911976912
27123,0.14502744885833116,0.2528811711727533
27124,0.07673865227909343,0.1961961649461649
27125,0.040316988566988565,0.07794375477463711
27126,0.25144675545043205,0.17765476190476193
27127,0.05537348068598067,0.08940426702926704
27128,0.14696425306719424,0.3898805500055502
27129,0.37469715335833753,0.5083703416149067
27130,0.04745981020613374,0.18020470460911642
27131,0.0417397533022533,0.09780357142857142
27132,0.4989585002415884,0.9388064299165992
27133,0.14026500541941714,0.6150780213508541
27134,0.7183608711549888,0.9513893467643466
27135,0.2635926610369335,0.6454793202487168
27136,0.07801140770993713,0.5401706862168183
27137,0.13393960451313391,0.23434722222222232
27138,0.16784309513585835,0.4806240981240981
27139,0.18837529831279828,0.2000555555555556
27140,0.8760995630186805,0.904811507936508
27141,0.6012839745393925,0.7123692002442003
27142,0.06943412693257894,0.19733723469711553
27143,0.32185708654091,0.43982016594516615
27144,0.0902688432783247,0.15093055555555557
27145,0.5152415048187106,0.7130859213250516
27146,0.08363878196966432,0.8533844219505986
27147,0.055086429351522206,0.1493767248833038
27148,0.15930881904043662,0.1117202380952381
27149,0.22419993650140718,0.19109530175706652
27150,0.4975977001369803,0.8981872389306599
27151,0.17171734148204737,0.7875808080808078
27152,0.014312770562770562,0.09736477411477411
27153,0.21323539095885644,0.8138004051504051
27154,0.6071736902803079,0.8794363275613277
27155,0.16490263984381628,0.75952442002442
27156,0.02474667611799965,0.13518080595874715
27157,0.030074894876365457,0.5381190059940061
27158,0.05155165558126084,0.3244762772393846
27159,0.03761199911199911,0.1312595598845599
27160,0.3435374807940596,0.3322153679653679
27161,0.28736255757056833,0.5317752525252526
27162,0.106070187573864,0.8892401626151625
27163,0.6041285875072641,0.5738650793650795
27164,0.2744970013646484,0.2549084249084248
27165,0.4653607654600301,0.691573232323232
27166,0.18674950232516024,0.2650793650793652
27167,0.10533525094186859,0.5234267826353988
27168,0.17866802386210284,0.6686535987958402
27169,0.37107629835764544,0.6238358932733932
27170,0.3040728874883288,0.8295677899686518
27171,0.0826094466678832,0.302139208014208
27172,0.037787115662115664,0.8325151515151513
27173,0.21783496021092774,0.44989740896358543
27174,0.12726683406462821,0.15713095238095234
27175,0.05898983736851383,0.09231130268199235
27176,0.6634997735108027,0.8642527111258117
27177,0.6732746534511239,0.7935940656565655
27178,0.09342679175399762,0.2867845082549031
27179,0.07588714757464757,0.2230087551337551
27180,0.33877044672303974,0.48662554112554124
27181,0.018771626249567422,0.7793744588744592
27182,0.6564391739796152,0.7789821428571428
27183,0.046074057886557884,0.6547766111961806
27184,0.08206104026692261,0.41323214285714294
27185,0.5356609281241632,0.7416823593073594
27186,0.11373846986346986,0.823609126984127
27187,0.05611742424242423,0.26141155372405367
27188,0.05297653735153736,0.3159787157287157
27189,0.11644566054860171,0.656885871073371
27190,0.4610531825200944,0.8332936507936509
27191,0.1315673835967953,0.8835519480519481
27192,0.43594446280843363,0.8277261904761903
27193,0.01807693888498842,0.07096428571428572
27194,0.2601565355289781,0.46224043944461635
27195,0.05029394951453775,0.20427951215451215
27196,0.3220328746545853,0.26386912121694733
27197,0.07264660094807153,0.6721011904761908
27198,0.7387377067377069,0.9494498556998556
27199,0.0793755903968752,0.23260615079365077
27200,0.3306480867988221,0.7324012968026128
27201,0.6682213050537353,0.8765154151404151
27202,0.08265284715284717,0.2001726190476191
27203,0.042807809429132974,0.15693885281385278
27204,0.013452020202020203,0.025362062425169224
27205,0.05109920063596534,0.12962438949938948
27206,0.17122334491703686,0.3002251082251081
27207,0.048841175980881876,0.15615195105820107
27208,0.6505309824978943,0.6834803113553114
27209,0.044278887778887756,0.17415170380506517
27210,0.2010397972125914,0.33671794871794875
27211,0.20058308757805668,0.3252222222222222
27212,0.4635505129974945,0.8836000807102501
27213,0.47222023521713935,0.5914209956709956
27214,0.018558583959899753,0.06670833333333333
27215,0.1684486036838978,0.679192911255411
27216,0.14506700080964788,0.8240010683760681
27217,0.09240933043564618,0.2782321428571429
27218,0.47513194444444445,0.8668283730158728
27219,0.5677110855261013,0.6228447247197245
27220,0.24735422910422916,0.3391428571428572
27221,0.19099621742636447,0.74227403401552
27222,0.21522099247931298,0.5241372655122657
27223,0.10196434529522767,0.7262794011544013
27224,0.19070573576320485,0.7277487634699321
27225,0.2452387023021699,0.2572687913937914
27226,0.028558393403981634,0.25664321789321787
27227,0.12959311725855843,0.18944738337857786
27228,0.4547978618603619,0.8135039682539683
27229,0.544499069557893,0.7865218253968255
27230,0.1281716471401573,0.9037617628125146
27231,0.492372878347143,0.813160714285714
27232,0.10810924236582131,0.4023415057165057
27233,0.3560597855446927,0.3864295634920637
27234,0.05122287434787434,0.0606624649859944
27235,0.7127446756674695,0.9183863636363638
27236,0.06603700685279634,0.8832794011544013
27237,0.549780028000036,0.7534461926961922
27238,0.35589023925420965,0.790685985797828
27239,0.47518442627633795,0.22563888888888883
27240,0.1369063586267534,0.3410477463712758
27241,0.04318728493728494,0.09950270562770562
27242,0.13894814988932627,0.5671884920634921
27243,0.064160491469315,0.12345039682539684
27244,0.04727534965034964,0.12412431162543051
27245,0.2162374569874569,0.4599702380952383
27246,0.6543524496659168,0.9495753968253969
27247,0.18396386089400799,0.9624280303030305
27248,0.14557728097066333,0.6816935699351486
27249,0.13180737195810724,0.6041982588489941
27250,0.029449182761682756,0.12047542987025749
27251,0.05902367607882314,0.4716275341455669
27252,0.2084438613072514,0.47329181031386924
27253,0.06081022449772448,0.84830291005291
27254,0.859163457457575,0.9836571681864235
27255,0.07922135258532319,0.2833666839438477
27256,0.683955629853463,0.8924603174603172
27257,0.362887223887224,0.48291486291486313
27258,0.49227701548967034,0.7780873015873015
27259,0.7149101316854799,0.802702380952381
27260,0.21954028079763382,0.4771742424242424
27261,0.21478491157535282,0.7294732323232321
27262,0.21675030525030528,0.4398181263181262
27263,0.11765452929423516,0.10520238095238094
27264,0.11054888167388169,0.13532142857142854
27265,0.12768255355755354,0.3580168067226891
27266,0.23469330430920976,0.4678338554720133
27267,0.22843604516398636,0.6540294011544009
27268,0.053222222222222226,0.14736599511599513
27269,0.6101423558381763,0.5163470418470419
27270,0.03865660034410034,0.10164372294372293
27271,0.10621703663983073,0.2516139211665528
27272,0.06515784664681723,0.42207611832611824
27273,0.04918251631409525,0.22673808574466478
27274,0.08905026406342192,0.3414043040293043
27275,0.15771782425091246,0.38384808470454596
27276,0.05019351481851482,0.11177002164502164
27277,0.05473637800108388,0.9215959859325733
27278,0.18151105593752653,0.31894185645272605
27279,0.0809628688305159,0.2585177848108175
27280,0.352550887429564,0.5009915845648605
27281,0.042537040573805286,0.34100758306021456
27282,0.0705393082579615,0.8845586913086911
27283,0.05007957320457321,0.1863214285714286
27284,0.26503320331629165,0.5264954906204907
27285,0.04939569516311001,0.36538681317822186
27286,0.07375070762570761,0.3009197330447331
27287,0.29183928693855166,0.6626593406593405
27288,0.469180509441539,0.754480158730159
27289,0.3805810957833017,0.537405844155844
27290,0.018084769397269395,0.05199494949494949
27291,0.697419949997543,0.8169365079365078
27292,0.04882360767887084,0.5692128357753358
27293,0.09047912504162504,0.9091746031746033
27294,0.03688854201354201,0.07663095238095238
27295,0.2389265354743297,0.8521239177489176
27296,0.05995594683094683,0.8326891042984793
27297,0.10726432023858493,0.7234732905982905
27298,0.09003027528027527,0.295078601953602
27299,0.19250822788322797,0.6052493686868686
27300,0.20423211306667188,0.8055238095238094
27301,0.010571340424281601,0.018093434343434345
27302,0.17254766638590166,0.7425172605172605
27303,0.10891768852062972,0.24852533577533578
27304,0.12266434152792514,0.8086760791496086
27305,0.05590918109668109,0.13937500000000003
27306,0.1533957167058947,0.519873015873016
27307,0.7857559610582059,0.8463432539682539
27308,0.1309360778110778,0.18070436507936505
27309,0.6492027032826432,0.9395133477633477
27310,0.0980900015017662,0.1874655540819333
27311,0.08067544914236091,0.20687471270559502
27312,0.22730830373187186,0.4970376984126984
27313,0.07222487088934457,0.1228257968085554
27314,0.04014557582939935,0.05556150793650793
27315,0.09636440601881778,0.23483057778855748
27316,0.33992934873004543,0.695159090909091
27317,0.16029821567321562,0.28740674603174604
27318,0.18934331129396922,0.3060719696969697
27319,0.35487502734193904,0.8559644909688012
27320,0.5444845109955402,0.841800949015463
27321,0.0448763528138528,0.7508889893329492
27322,0.2974217400032028,0.24601587301587302
27323,0.11748939867322218,0.49987530525030516
27324,0.5660455059001887,0.672331349206349
27325,0.7342339486493897,0.9211388888888888
27326,0.18754153852683267,0.7470677655677654
27327,0.23830862397406516,0.36384541847041857
27328,0.2759049051438758,0.41917658730158736
27329,0.08322746942599885,0.26144983563733565
27330,0.05089517427017427,0.6214083694083695
27331,0.0505801837051837,0.12940548340548338
27332,0.2295968312733019,0.8850496031746033
27333,0.7655815499859614,0.7393392857142855
27334,0.042185670538611705,0.03849206349206349
27335,0.1883826683936978,0.14350595238095237
27336,0.05861836774336775,0.15268648018648015
27337,0.28887064324564327,0.7176865079365078
27338,0.16112505917285325,0.3782511932511932
27339,0.28392264679764695,0.340651862026862
27340,0.004937668540609717,0.06329761904761905
27341,0.10217963980463979,0.719230006105006
27342,0.13630962093462093,0.6485191197691197
27343,0.031213023088023085,0.04470833333333332
27344,0.2710455752108229,0.4010009189640769
27345,0.10378709689003808,0.20082162527015474
27346,0.6279006088510731,0.9251666666666671
27347,0.7232403582399709,0.8870400016650016
27348,0.08618758447434915,0.2753667651792653
27349,0.09843345287753183,0.22489880952380953
27350,0.11607511728467611,0.8718029100529101
27351,0.591374680874681,0.7789415101806405
27352,0.1417917221667222,0.30355713018213026
27353,0.10451409609052793,0.23835912698412695
27354,0.23716709679209685,0.735830373406193
27355,0.25519940154015225,0.27836309523809516
27356,0.24903442839839915,0.7126244085624518
27357,0.03044750225264931,0.36311603429250494
27358,0.29830354054270464,0.6823174872513106
27359,0.3158607616798406,0.6890889249639249
27360,0.14654743884426547,0.6455714179611239
27361,0.037457549287657634,0.9001011904761905
27362,0.25528244053418214,0.4536572455322457
27363,0.13829501829869476,0.2202637362637363
27364,0.031677675673999206,0.2058847680097681
27365,0.2879272047397048,0.6491438492063492
27366,0.48126366319439073,0.7175113178488179
27367,0.38155191482494105,0.6256944444444446
27368,0.07247287638831756,0.5876154401154401
27369,0.05226165501165502,0.07700152625152624
27370,0.05067368486776382,0.8218044411828656
27371,0.22015535363329478,0.3955527087646653
27372,0.041790882728382724,0.1423677801666932
27373,0.7626519950637595,0.7181710372960372
27374,0.016982323232323234,0.2353514239028944
