respondent_id,h1n1_concern,h1n1_knowledge,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_h1n1,doctor_recc_seasonal,chronic_med_condition,child_under_6_months,health_worker,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,hhs_geo_region,census_msa,household_adults,household_children
26,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,4.0,5.0,5.0,4.0,2.0,3.0,0.0,0.0,1.2152807135377648,1.0,0.2326313157095103,1.0,7.0,2.0,1.0,2.0
27,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
28,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0
29,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,5.0,4.0,1.0,4.0,4.0,1.9843294307630674,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
30,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0
31,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,0.0,1.2409225987494408,0.0,0.0,0.0,7.0,1.0,3.0,0.0
32,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,5.0,2.0,1.0,2.0
33,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
34,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,4.0,2.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,7.0,1.0,1.0,2.0
35,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,5.0,5.0,5.0,2.0,5.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
36,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,2.0,0.0
37,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0
38,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,0.0,1.0,1.2736157028540422,1.0,0.0,0.0,1.0,1.0,1.0,0.0
39,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,5.0,4.0,2.0,4.0,0.0,0.0,0.0,1.28467481212292,0.0,0.0,1.0,2.0,1.0,0.0,0.0
40,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,5.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0
41,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0
42,0.0,0.0,0.0,0.6887234888851868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,1.0,5.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
43,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,4.0,4.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0
44,1.5463820221492937,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,2.0,1.0,0.0
45,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,5.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0
46,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0
47,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,5.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0
48,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,5.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0
49,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,5.0,4.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0
50,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,9.0,0.0,1.0,2.0
51,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,5.0,4.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
52,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0
53,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0
54,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,4.0,4.0,4.0,0.0,3.0,0.0,0.0,1.2320009757954868,0.0,1.0,2.0,8.0,1.0,0.0,1.0
55,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,1.0,1.0,0.0
56,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,5.0,5.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.25162664618604424,1.0,0.0,0.0,0.0,0.0
57,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8313058706038965,2.0,4.0,4.0,4.0,1.0,3.0,0.0,0.0,1.0,1.1750945112187121,1.0,0.26585350769342564,1.0,9.0,2.0,1.0,0.0
58,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0
59,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,5.0,4.0,1.0,4.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,8.0,2.0,1.0,2.0
60,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,5.0,4.0,4.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0
61,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,3.0,5.0,5.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,6.0,1.0,1.0,2.0
62,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0
63,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,1.1079313537165523,0.0,0.2790142873279697,0.8061445551059336,7.0,2.0,3.0,1.0
64,1.0,0.0,0.0,0.0,0.0,0.6917784947222979,0.0,0.0,0.0,0.0,0.0,0.29086559894363306,0.09207061121001645,0.1297716331903174,3.0,3.0,2.0,3.0,2.8465244367959994,2.3387627778063935,2.0,2.019853737500502,2.0,0.0,1.126716230973141,0.4448378215993071,0.29410666479285996,0.7935306070453128,9.0,0.0,1.0,2.0
65,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0
66,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0
67,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0
68,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,1.9437365681571759,0.0,0.0,1.0759344014942096,0.44677247632254846,0.0,0.0,0.0,0.0,1.0,0.0
69,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0
70,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,5.0,5.0,2.0,5.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0
71,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,4.0,5.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
72,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
73,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,5.0,5.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0
74,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,4.0,5.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
75,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,1.9244047069589514,0.0,1.0,1.0354214404221684,0.5042624975619566,0.2926833735676262,0.6747777023854266,0.0,1.0,1.0,2.0
76,2.0,1.0,0.0,0.6467188992933952,0.0,0.0,0.0,0.0,0.0,0.17978095366338304,0.32569404653175016,1.0,0.0,0.0,4.0,2.0,2.0,5.0,4.0,2.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0
77,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,2.0,1.0,2.0
78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,5.0,2.0,1.0,4.0,3.0,0.0,1.0,1.108879937522451,0.0,0.0,0.0,4.0,1.0,0.0,0.0
79,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,5.0,5.0,1.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0
80,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
81,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,1.0,1.0,0.0
82,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
83,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0
84,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,4.0,1.0,0.0,0.0,1.091590557759213,1.0,0.0,0.0,4.0,0.0,1.0,0.0
85,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,2.0,5.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0
86,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0
87,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,2.0,4.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0
88,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
89,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9829867087230078,1.0,4.0,4.0,2.0,4.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
90,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.19587581246828076,0.3400110530803826,0.0,0.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0555713766392798,0.0,1.0,1.0,3.0,0.0,0.0,0.0
91,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0522162116156604,1.0,0.0,0.0,0.0,0.0,1.0,2.0
92,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
93,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,5.0,4.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0
94,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2284382260418508,0.36902240786229124,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.904235309123877,3.0,0.0,1.030410463385942,0.5186844839595163,0.26524195989797505,0.664768000586118,9.0,1.0,1.0,3.0
95,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,4.0,5.0,2.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,2.0,0.0
96,1.7461192162699717,1.0,0.0,1.0,0.0,1.0,0.0,0.3634210439359393,0.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
97,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.24520616496844475,0.37118808008316934,1.0,0.0,0.0,5.0,2.0,1.0,5.0,4.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0
98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,5.0,2.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,3.0
99,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,2.0,5.0,1.0,2.0,4.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,7.0,1.0,1.0,0.0
